"blind_id","detection_status"
"blind_001298","found"
"blind_001299","found"
"blind_001300","found"
"blind_001301","found"
"blind_001302","found"
"blind_001303","found"
"blind_001304","found"
"blind_001305","found"
"blind_001306","missed"
"blind_001307","missed"
"blind_001308","missed"
"blind_001309","missed"
"blind_001310","missed"
"blind_001311","missed"
"blind_001312","missed"
"blind_001313","missed"
"blind_001314","found"
"blind_001315","found"
"blind_001316","found"
"blind_001317","found"
"blind_001318","found"
"blind_001319","found"
"blind_001320","found"
"blind_001321","found"
"blind_001322","missed"
"blind_001323","missed"
"blind_001324","missed"
"blind_001325","found"
"blind_001326","found"
"blind_001327","found"
"blind_001328","found"
"blind_001329","missed"
"blind_001330","found"
"blind_001331","found"
"blind_001332","found"
"blind_001333","missed"
"blind_001334","missed"
"blind_001335","missed"
"blind_001336","missed"
"blind_001337","missed"
"blind_001338","missed"
"blind_001339","missed"
"blind_001340","missed"
"blind_001341","missed"
"blind_001342","missed"
"blind_001343","missed"
"blind_001344","found"
"blind_001345","found"
"blind_001346","found"
"blind_001347","found"
"blind_001348","found"
"blind_001349","found"
"blind_001350","missed"
"blind_001351","found"
"blind_001352","missed"
"blind_001353","missed"
"blind_001354","found"
"blind_001355","found"
"blind_001356","missed"
"blind_001357","missed"
"blind_001358","missed"
"blind_001359","found"
"blind_001360","missed"
"blind_001361","missed"
"blind_001362","missed"
"blind_001363","missed"
"blind_001364","missed"
"blind_001365","missed"
"blind_001366","missed"
"blind_001367","found"
"blind_001368","missed"
"blind_001369","missed"
"blind_001370","missed"
"blind_001371","found"
"blind_001372","found"
"blind_001373","found"
"blind_001374","found"
"blind_001375","missed"
"blind_001376","missed"
"blind_001377","missed"
"blind_001378","missed"
"blind_001379","missed"
"blind_001380","missed"
"blind_001381","missed"
"blind_001382","found"
"blind_001383","missed"
"blind_001384","found"
"blind_001385","found"
"blind_001386","found"
"blind_001387","found"
"blind_001388","found"
"blind_001389","missed"
"blind_001390","missed"
"blind_001391","missed"
"blind_001392","missed"
"blind_001393","missed"
"blind_001394","found"
"blind_001395","found"
"blind_001396","missed"
"blind_001397","missed"
"blind_001398","missed"
"blind_001399","missed"
"blind_001400","missed"
"blind_001401","missed"
"blind_001402","missed"
"blind_001403","missed"
"blind_001404","missed"
"blind_001405","missed"
"blind_001406","missed"
"blind_001407","missed"
"blind_001408","missed"
"blind_001409","missed"
"blind_001410","missed"
"blind_001411","found"
"blind_001412","found"
"blind_001413","found"
"blind_001414","missed"
"blind_001415","found"
"blind_001416","found"
"blind_001417","found"
"blind_001418","missed"
"blind_001419","found"
"blind_001420","missed"
"blind_001421","missed"
"blind_001422","found"
"blind_001423","missed"
"blind_001424","found"
"blind_001425","found"
"blind_001426","missed"
"blind_001427","missed"
"blind_001428","missed"
"blind_001429","missed"
"blind_001430","missed"
"blind_001431","missed"
"blind_001432","missed"
"blind_001433","missed"
"blind_001434","missed"
"blind_001435","found"
"blind_001436","found"
"blind_001437","missed"
"blind_001438","missed"
"blind_001439","missed"
"blind_001440","missed"
"blind_001441","missed"
"blind_001442","missed"
"blind_001443","missed"
"blind_001444","missed"
"blind_001445","missed"
"blind_001446","missed"
"blind_001447","missed"
"blind_001448","missed"
"blind_001449","found"
"blind_001450","missed"
"blind_001451","missed"
"blind_001452","found"
"blind_001453","found"
"blind_001454","missed"
"blind_001455","missed"
"blind_001456","missed"
"blind_001457","missed"
"blind_001458","missed"
"blind_001459","found"
"blind_001460","missed"
"blind_001461","found"
"blind_001462","missed"
"blind_001463","missed"
"blind_001464","found"
"blind_001465","found"
"blind_001466","found"
"blind_001467","missed"
"blind_001468","missed"
"blind_001469","missed"
"blind_001470","missed"
"blind_001471","missed"
"blind_001472","missed"
"blind_001473","missed"
"blind_001474","missed"
"blind_001475","missed"
"blind_001476","found"
"blind_001477","missed"
"blind_001478","found"
"blind_001479","missed"
"blind_001480","missed"
"blind_001481","found"
"blind_001482","missed"
"blind_001483","found"
"blind_001484","missed"
"blind_001485","found"
"blind_001486","found"
"blind_001487","found"
"blind_001488","missed"
"blind_001489","missed"
"blind_001490","found"
"blind_001491","missed"
"blind_001492","found"
"blind_001493","missed"
"blind_001494","missed"
"blind_001495","found"
"blind_001496","found"
"blind_001497","found"
"blind_001498","missed"
"blind_001499","found"
"blind_001500","missed"
"blind_001501","missed"
"blind_001502","found"
"blind_001503","found"
"blind_001504","missed"
"blind_001505","missed"
"blind_001506","missed"
"blind_001507","found"
"blind_001508","missed"
"blind_001509","missed"
"blind_001510","missed"
"blind_001511","found"
"blind_001512","missed"
"blind_001513","missed"
"blind_001514","missed"
"blind_001515","found"
"blind_001516","found"
"blind_001517","missed"
"blind_001518","missed"
"blind_001519","missed"
"blind_001520","found"
"blind_001521","found"
"blind_001522","missed"
"blind_001523","missed"
"blind_001524","missed"
"blind_001525","missed"
"blind_001526","missed"
"blind_001527","missed"
"blind_001528","missed"
"blind_001529","missed"
"blind_001530","missed"
"blind_001531","found"
"blind_001532","missed"
"blind_001533","missed"
"blind_001534","found"
"blind_001535","missed"
"blind_001536","found"
"blind_001537","missed"
"blind_001538","missed"
"blind_001539","missed"
"blind_001540","missed"
"blind_001541","missed"
"blind_001542","found"
"blind_001543","missed"
"blind_001544","found"
"blind_001545","found"
"blind_001546","found"
"blind_001547","missed"
"blind_001548","missed"
"blind_001549","missed"
"blind_001550","found"
"blind_001551","missed"
"blind_001552","missed"
"blind_001553","found"
"blind_001554","missed"
"blind_001555","found"
"blind_001556","found"
"blind_001557","missed"
"blind_001558","missed"
"blind_001559","missed"
"blind_001560","missed"
"blind_001561","missed"
"blind_001562","found"
"blind_001563","found"
"blind_001564","found"
"blind_001565","found"
"blind_001566","found"
"blind_001567","found"
"blind_001568","found"
"blind_001569","found"
"blind_001570","found"
"blind_001571","found"
"blind_001572","found"
"blind_001573","missed"
"blind_001574","missed"
"blind_001575","missed"
"blind_001576","missed"
"blind_001577","missed"
"blind_001578","found"
"blind_001579","missed"
"blind_001580","missed"
"blind_001581","missed"
"blind_001582","missed"
"blind_001583","missed"
"blind_001584","missed"
"blind_001585","missed"
"blind_001586","missed"
"blind_001587","missed"
"blind_001588","found"
"blind_001589","found"
"blind_001590","found"
"blind_001591","found"
"blind_001592","found"
"blind_001593","found"
"blind_001594","missed"
"blind_001595","found"
"blind_001596","missed"
"blind_001597","found"
"blind_001598","found"
"blind_001599","missed"
